,Performance Record,ADNI,AP,ARH,MDNI,MaxSur,MinSur,AvgSur,Day,Julian_date,date
3419,15,0,0.03,97.5,0,71.3,66.6,68.25,210,300,10-27
3420,15,204.25,0,86.04,745,78,64.8,70.14,211,301,10-28
3421,15,284.13,0,78.58,966,78.9,64.9,70.32,212,302,10-29
3422,15,285.92,0,70.29,939,76.5,54.6,68.115,213,303,10-30
3423,15,32.5,0,72.63,315,79.4,59.4,65.91,214,304,10-31
3424,16,222.63,0,80.29,914,41.1,27.9,32.73,1,91,04-01
3425,16,220,0,60.42,923,55.6,31.4,39.09,2,92,04-02
3426,16,18.88,0.01,72.46,148,52.5,41.4,45.48,3,93,04-03
3427,16,353.38,0,67.38,1007,61.4,35.8,46.92,4,94,04-04
3428,16,323.21,0,42.29,994,67.2,42.1,52.49,5,95,04-05
3429,16,296.46,0,50.54,1007,63,44.9,51.8,6,96,04-06
3430,16,140.38,0,48.67,780,51,29.7,39,7,97,04-07
3431,16,263.33,0,61.54,857,57.9,36.8,44.2,8,98,04-08
3432,16,26.5,0,62.21,253,53.6,34.6,42.36,9,99,04-09
3433,16,0,0.05,88.67,0,48.7,32.5,37.99,10,100,04-10
3434,16,25.67,0.01,91.58,160,37,30.9,33.26,11,101,04-11
3435,16,381.71,0,73.17,1014,45.5,29.8,35.81,12,102,04-12
3436,16,401.29,0,64.5,1019,49.7,26.4,36.71,13,103,04-13
3437,16,389.25,0,55.21,1006,59.9,30.6,41.59,14,104,04-14
3438,16,383.08,0,55.08,984,73.3,42.6,53.63,15,105,04-15
3439,16,315.5,0,45.46,962,69.8,51.4,61.95,16,106,04-16
3440,16,7.5,0.02,73.29,163,58.3,38.2,45.08,17,107,04-17
3441,16,380.75,0,59.67,1001,59.1,39.4,46.85,18,108,04-18
3442,16,386.13,0,56.83,993,68.2,34.9,50.32,19,109,04-19
3443,16,378.38,0,56.71,970,73.8,47.5,58.15,20,110,04-20
3444,16,283.63,0,53.88,975,71.6,49.5,59.82,21,111,04-21
3445,16,399.46,0,31,1013,68.3,39.4,53.67,22,112,04-22
3446,16,178.42,0,52.58,775,75.7,46.8,59,23,113,04-23
3447,16,52.17,0,80.33,426,72.3,58.8,63.21,24,114,04-24
3448,16,41.79,0.06,85.5,230,68.7,34.3,43.84,25,115,04-25
3449,16,85.17,0,71.54,534,50.6,31.3,39.73,26,116,04-26
3450,16,400.08,0,56.5,1008,57.4,31.3,42.34,27,117,04-27
3451,16,397.38,0,53.96,1007,55.9,34,44.91,28,118,04-28
3452,16,397.38,0,48.83,988,64.5,37.8,49.42,29,119,04-29
3453,16,371.67,0,55.92,961,74.9,47.1,58.37,30,120,04-30
3454,16,28.96,0,72.96,355,72.4,54.4,59.35,31,121,05-01
3455,16,145.29,0,67.21,791,55,39,46.17,32,122,05-02
3456,16,420.29,0,55.13,1015,59.7,34,44.35,33,123,05-03
3457,16,254.92,0,35.75,912,72.9,41,53.47,34,124,05-04
3458,16,359.96,0,43.92,953,78.8,47.2,62.43,35,125,05-05
3459,16,321.38,0,59.46,901,79.6,55.8,67.05,36,126,05-06
3460,16,274.58,0.02,76.21,844,76.9,54.3,60.86,37,127,05-07
3461,16,107.54,0,64.08,671,62.6,44.1,53.18,38,128,05-08
3462,16,77.71,0,73,539,61.8,48.7,53.55,39,129,05-09
3463,16,13.71,0.08,90.67,329,60,41.8,51.59,40,130,05-10
3464,16,402.08,0,64.71,994,61.8,35.1,45.54,41,131,05-11
3465,16,411.5,0,44.92,974,75,45.9,57.14,42,132,05-12
3466,16,197.46,0,63.38,859,72.3,53.1,58.9,43,133,05-13
3467,16,386.08,0,57.67,975,69.1,37.2,53.1,44,134,05-14
3468,16,158.25,0,55.5,848,68.4,50.7,58.54,45,135,05-15
3469,16,338.54,0,45.29,975,76.9,50,62.43,46,136,05-16
3470,16,381.38,0,44.92,960,79.1,58.1,69.13,47,137,05-17
3471,16,398.38,0,34.63,965,83,53.6,67.25,48,138,05-18
3472,16,261.54,0,43.42,939,84.6,53.8,68.9,49,139,05-19
3473,16,389.38,0,41.88,960,77.9,52.5,64.1,50,140,05-20
3474,16,279.92,0,48.42,880,73.5,54.1,62.98,51,141,05-21
3475,16,2.38,0.01,74.5,51,63.5,52.8,55.92,52,142,05-22
3476,16,0,0.08,96.46,0,59.6,53.4,56.02,53,143,05-23
3477,16,74.08,0.02,90.92,648,78.2,52.9,59.55,54,144,05-24
3478,16,394.17,0,69.29,936,79.3,59.2,69.15,55,145,05-25
3479,16,95.83,0.01,69,543,78.7,54.1,61.58,56,146,05-26
3480,16,9.75,0.03,86.17,234,64.8,46,51.39,57,147,05-27
3481,16,2.46,0,93.79,15,57.5,46.4,49.4,58,148,05-28
3482,16,83,0.01,90.63,643,82.3,53.6,63.1,59,149,05-29
3483,16,385.08,0,74.83,926,80.8,60.1,69.8,60,150,05-30
3484,16,343.29,0,59.75,809,81.6,55,68.66,61,151,05-31
3485,16,397.29,0,63.33,915,80.2,61.1,70.6,62,152,06-01
3486,16,127.54,0,71.88,486,79.1,62.4,69.1,63,153,06-02
3487,16,176.29,0,83.21,759,79.3,63.5,70.65,64,154,06-03
3488,16,79.08,0.01,87.75,426,76.5,63.5,68.74,65,155,06-04
3489,16,128.88,0.02,87.04,584,80.1,63.3,70.23,66,156,06-05
3490,16,399.67,0.01,72.04,933,77.4,55,65.04,67,157,06-06
3491,16,409.5,0,66.92,928,81.2,56.1,70.38,68,158,06-07
3492,16,78.13,0.02,84.38,619,75.3,59.5,64.62,69,159,06-08
3493,16,419.63,0,54.83,935,73.9,52.2,64.5,70,160,06-09
3494,16,390.79,0,56.83,928,82.5,54.4,66.46,71,161,06-10
3495,16,400.88,0,63.54,905,78.8,71.8,75.23,72,162,06-11
3496,16,384.17,0,45.96,958,78.5,54.7,66.55,73,163,06-12
3497,16,422.75,0,46.63,948,75.3,50.9,64.78,74,164,06-13
3498,16,426.42,0,41.67,950,86.2,54.5,67.8,75,165,06-14
3499,16,420.13,0,53.13,931,81.5,60.6,69.83,76,166,06-15
3500,16,266.17,0.01,62.04,915,74.5,53.6,64.23,77,167,06-16
3501,16,114.5,0,69.83,661,73.7,55.1,62.73,78,168,06-17
3502,16,343.5,0,74.42,915,83,54.1,68.96,79,169,06-18
3503,16,309.92,0.01,76.88,921,83.7,58.5,70.85,80,170,06-19
3504,16,373.58,0,68.92,921,83,57.7,70.45,81,171,06-20
3505,16,196.67,0,58.71,700,82.3,57.4,70.24,82,172,06-21
3506,16,399.21,0,63.25,916,82.2,53.6,68.73,83,173,06-22
3507,16,298.63,0,62.5,863,79.8,57.6,68.67,84,174,06-23
3508,16,343.63,0,68.25,860,84.2,62.4,72.33,85,175,06-24
3509,16,301.88,0,65.79,911,86.8,62.8,74.12,86,176,06-25
3510,16,399.75,0,71.29,900,90.7,66,78.06,87,177,06-26
3511,16,359.46,0,56.79,915,85.9,66.7,76.24,88,178,06-27
3512,16,389,0,46.58,946,82.2,62.1,70.23,89,179,06-28
3513,16,398.04,0,51,934,78.7,60.8,68.75,90,180,06-29
3514,16,398.5,0,56.92,932,84.8,50,67.8,91,181,06-30
3515,16,377.46,0,45.29,921,93.5,61.9,74.34,92,182,07-01
3516,16,376.08,0,55.04,912,90.6,66.1,76.21,93,183,07-02
3517,16,315.46,0,51,920,79.1,56.8,66.5,94,184,07-03
3518,16,357.08,0,50.88,898,85.8,54.9,68.3,95,185,07-04
3519,16,367.29,0,50.33,922,96.6,66.4,77.62,96,186,07-05
3520,16,124.38,0,45.21,552,93.8,73.9,81.2,97,187,07-06
3521,16,129.21,0,72.42,743,93.1,67.6,76.58,98,188,07-07
3522,16,350.54,0,55.21,922,88.1,67.1,77.13,99,189,07-08
3523,16,362.92,0,56.08,907,92.6,58.1,75.63,100,190,07-09
3524,16,298,0,48.29,821,95.2,68.9,79.73,101,191,07-10
3525,16,273.08,0,50.75,903,102.8,74.5,85.92,102,192,07-11
3526,16,198.21,0,27.92,905,90.9,62.1,73.9,103,193,07-12
3527,16,410.33,0,31.46,955,90.3,57.7,72.82,104,194,07-13
3528,16,333.67,0,33.33,903,98.9,62.4,77.18,105,195,07-14
3529,16,334.88,0,34.21,906,97.5,69.1,83.49,106,196,07-15
3530,16,362.04,0,57.83,917,95.3,70.1,80.64,107,197,07-16
3531,16,177.42,0.03,63.08,681,93.5,71.9,79.96,108,198,07-17
3532,16,311.88,0.04,79.04,918,87.6,61.2,72.7,109,199,07-18
3533,16,349.5,0,63.25,920,97.4,67.1,79.23,110,200,07-19
3534,16,330.04,0,55.5,916,103.4,66.4,82.71,111,201,07-20
3535,16,248.21,0,44,754,101.1,68.4,82.48,112,202,07-21
3536,16,376.08,0,57.21,915,94,68,79.8,113,203,07-22
3537,16,300.5,0,55.88,890,96.7,67.8,79.06,114,204,07-23
3538,16,202.13,0,46.08,800,95.9,79.1,85.94,115,205,07-24
3539,16,373.08,0,62.13,917,93.9,64.9,80.77,116,206,07-25
3540,16,216.29,0,54.71,732,91.9,68.5,78.41,117,207,07-26
3541,16,361.17,0,49.83,915,106.5,69.1,83.83,118,208,07-27
3542,16,273.83,0,38.08,826,102.9,78.3,89.5,119,209,07-28
3543,16,223.5,0,46.38,723,95.7,75,84.6,120,210,07-29
3544,16,358.63,0,53.92,916,99.6,62.8,81,121,211,07-30
3545,16,264.29,0,29.17,887,103.7,74.5,87.54,122,212,07-31
3546,16,377.83,0,35.5,925,98.8,61.7,81.14,123,213,08-01
3547,16,367.75,0,38.13,925,114,69.1,86.25,124,214,08-02
3548,16,352.38,0,18.21,922,110.9,76.5,94.35,125,215,08-03
3549,16,269.75,0,36.71,870,104.8,75.9,86.74,126,216,08-04
3550,16,230,0,41.17,849,97.8,68.9,80.42,127,217,08-05
3551,16,335.58,0,45.42,837,93.9,62.1,76.95,128,218,08-06
3552,16,290.46,0,37.58,932,91.6,63,78.16,129,219,08-07
3553,16,346.71,0,43.79,938,90,57.2,73.98,130,220,08-08
3554,16,122.67,0.02,68.04,554,83.4,64.2,71.12,131,221,08-09
3555,16,314.83,0,65.42,915,88.4,53.6,70.18,132,222,08-10
3556,16,154.71,0,56.17,560,87,61.7,74.28,133,223,08-11
3557,16,357.25,0,55.38,922,92.2,61.2,75.62,134,224,08-12
3558,16,338.58,0,42.42,910,97.6,62.2,77.33,135,225,08-13
3559,16,218.5,0,48.25,900,90.1,60.4,74.69,136,226,08-14
3560,16,118.63,0,46.17,610,83.9,62.8,72.09,137,227,08-15
3561,16,368.08,0,51.17,945,84.8,52,70.2,138,228,08-16
3562,16,257.08,0,50.17,943,85.3,55.2,69.46,139,229,08-17
3563,16,296.92,0,51.25,927,86.7,59.4,72.14,140,230,08-18
3564,16,358.38,0,50.63,928,85.9,58.8,72.73,141,231,08-19
3565,16,353.21,0,49.46,922,86.9,58.1,72.99,142,232,08-20
3566,16,334.33,0,57.79,909,88.2,61,74.29,143,233,08-21
3567,16,349.79,0,46.21,915,93.6,71.8,80.57,144,234,08-22
3568,16,355.58,0,32.92,951,86.6,60.3,72.44,145,235,08-23
3569,16,141.96,0.01,51.75,623,83.7,59.7,68.97,146,236,08-24
3570,16,246.67,0,36.79,839,86.3,54.9,69.15,147,237,08-25
3571,16,272.63,0,37.21,922,87.7,60.3,73.32,148,238,08-26
3572,16,331.83,0,52.08,907,92.7,59.2,75.54,149,239,08-27
3573,16,352.46,0,49.13,933,91.6,66,76.93,150,240,08-28
3574,16,356.83,0,27.46,961,93.8,54.5,71.16,151,241,08-29
3575,16,346.79,0,28.33,918,93.8,61.9,77.82,152,242,08-30
3576,16,295.96,0,50.25,907,93.3,70.3,81.34,153,243,08-31
3577,16,227.54,0,45.08,900,92.6,75.6,83.82,154,244,09-01
3578,16,224.13,0.01,53.67,875,89.7,56.7,71.58,155,245,09-02
3579,16,353.25,0,45.58,973,72.8,44.4,58.99,156,246,09-03
3580,16,344.46,0,38.38,965,79.3,43,62,157,247,09-04
3581,16,45.71,0.02,63.33,432,75.3,48.6,56.55,158,248,09-05
3582,16,77.13,0.01,80.42,505,66.7,49.8,54.93,159,249,09-06
3583,16,38.83,0,78.04,299,64,50.6,55.84,160,250,09-07
3584,16,135.96,0,76.58,800,70.6,45.7,53.19,161,251,09-08
3585,16,295.63,0,60,960,70.4,42.6,55.42,162,252,09-09
3586,16,32,0,74.46,310,74.5,58.5,63.14,163,253,09-10
3587,16,85.5,0.01,80,587,79.6,64.3,68.55,164,254,09-11
3588,16,132.88,0,70.33,656,73.8,57.9,64.62,165,255,09-12
3589,16,321.67,0,71.71,934,76.5,57.7,66.4,166,256,09-13
3590,16,321.5,0,48.75,971,71.9,52.3,60.65,167,257,09-14
3591,16,336.75,0,40.92,967,78.6,42.8,58.43,168,258,09-15
3592,16,336.17,0,40.92,960,87.6,52.4,66.26,169,259,09-16
3593,16,331.92,0,42.17,943,85.9,57.2,70.91,170,260,09-17
3594,16,328.38,0,44.38,935,84.5,58.6,70.25,171,261,09-18
3595,16,321.96,0,48.75,931,84.9,58.3,70.15,172,262,09-19
3596,16,327.88,0,49.46,937,85.6,56.8,70.67,173,263,09-20
3597,16,226.21,0,52.88,915,80.9,60.4,70.16,174,264,09-21
3598,16,279.17,0,64.75,825,87.4,62.2,72.6,175,265,09-22
3599,16,184.58,0.01,60.75,848,85.2,63.3,73.76,176,266,09-23
3600,16,286.88,0,34.79,951,83.2,52.7,66.56,177,267,09-24
3601,16,312.38,0,60.29,922,88.1,64.8,74.18,178,268,09-25
3602,16,317.54,0,44.17,931,92.4,66.2,77.38,179,269,09-26
3603,16,294,0,46.21,946,85.8,63.9,73.26,180,270,09-27
3604,16,272.92,0,44.83,905,88.4,56.5,68.47,181,271,09-28
3605,16,337.46,0,36.29,992,81.8,53.8,66.55,182,272,09-29
3606,16,324.17,0,28.08,978,78.7,47.2,60.04,183,273,09-30
3607,16,315.96,0,36.88,962,68.5,52.9,60.81,184,274,10-01
3608,16,307.46,0,48.96,946,77.5,42.8,56.88,185,275,10-02
3609,16,289.17,0,44.29,878,79.1,52.9,64.3,186,276,10-03
3610,16,11.46,0,54.04,151,71.7,55.2,63.27,187,277,10-04
3611,16,25.67,0,52.46,381,78.6,65.1,69.8,188,278,10-05
3612,16,0,0.05,77.08,0,69.1,58.2,62.94,189,279,10-06
3613,16,317.42,0.03,69.79,988,65.2,44.6,53.65,190,280,10-07
3614,16,301.96,0,45.71,946,71.5,48.6,56.8,191,281,10-08
3615,16,243.54,0,37.79,824,66.3,50.3,57.01,192,282,10-09
3616,16,253.96,0,55.79,879,73,58.5,63.53,193,283,10-10
3617,16,9.71,0.01,74.21,176,66.7,52.1,56.94,194,284,10-11
3618,16,0,0.05,90.83,0,64.3,59.2,62.75,195,285,10-12
3619,16,40.88,0.04,83.25,376,64.1,40.6,47.83,196,286,10-13
3620,16,17.88,0,62.75,163,53.7,37.9,44.35,197,287,10-14
3621,16,292,0,64.58,981,55.8,43.2,48.09,198,288,10-15
3622,16,298.04,0,47,968,57.3,37.6,45.95,199,289,10-16
3623,16,289.17,0,65.08,939,61.2,46.2,51.33,200,290,10-17
3624,16,283.96,0,73.5,911,65.2,42.1,50.3,201,291,10-18
3625,16,160.46,0,74.38,823,72.4,53.6,61.08,202,292,10-19
3626,16,96.13,0,57.42,772,66.8,49,55.7,203,293,10-20
3627,16,0,0.01,69.42,0,52,42.9,46.66,204,294,10-21
3628,16,0,0.05,95.92,0,46.3,35.6,41.5,205,295,10-22
3629,16,0,0.04,99.58,0,37.1,34.3,35.31,206,296,10-23
3630,16,42.71,0,89.71,240,45.2,35.6,39.81,207,297,10-24
3631,16,274.63,0,74.42,918,64,39.2,46.82,208,298,10-25
3632,16,263.38,0,51.42,974,55.9,39.7,46.3,209,299,10-26
3633,16,299.96,0,37.38,974,43.8,27.4,34.53,210,300,10-27
3634,16,285.13,0,40.67,966,54.1,29.1,37.15,211,301,10-28
3635,16,276,0,70.13,931,64,36.1,47.24,212,302,10-29
3636,16,134.29,0,75.92,650,67.6,47.8,51.89,213,303,10-30
3637,16,259.38,0,52.29,923,68.1,48.2,56.54,214,304,10-31
3638,17,335.21,0,60.96,951,81.6,46.6,60.94,1,91,04-01
3639,17,330.83,0,71.42,941,79.5,51.8,63.63,2,92,04-02
3640,17,310.38,0,77.5,944,77.7,52.5,63.53,3,93,04-03
3641,17,205.67,0,79.92,855,81.3,57.3,66.38,4,94,04-04
3642,17,328,0,77.33,919,84.9,59,69.72,5,95,04-05
3643,17,332.13,0,70.17,922,86.1,61.7,71.5,6,96,04-06
3644,17,336.42,0,66.08,942,84.4,60.6,71.01,7,97,04-07
3645,17,321.21,0,69.79,929,80.9,60.6,69.15,8,98,04-08
3646,17,100,0.02,75.46,704,69.2,52.2,61.82,9,99,04-09
3647,17,356.25,0,59.38,986,68.9,42.4,55.21,10,100,04-10
3648,17,348.25,0,60.17,969,73,44.1,57.23,11,101,04-11
3649,17,331.13,0,68.42,935,80,48.7,62.55,12,102,04-12
3650,17,329,0,62.71,937,79.5,48.9,63.38,13,103,04-13
3651,17,76.88,0,74,517,65,53.2,58.28,14,104,04-14
3652,17,349.83,0,65.83,969,71.3,36,53.96,15,105,04-15
3653,17,331.38,0,64.54,935,82.9,52.9,64.47,16,106,04-16
3654,17,221.67,0,60.13,910,78.5,64.8,70.78,17,107,04-17
3655,17,362.21,0,55.21,985,67.4,47.3,58.92,18,108,04-18
3656,17,352.08,0,64.38,967,67.2,43.9,54.16,19,109,04-19
3657,17,304.96,0,62.92,930,76.8,43.5,58.32,20,110,04-20
3658,17,17.04,0.02,75.79,106,63.5,55.1,59.65,21,111,04-21
3659,17,352.04,0,74,942,73.7,49.3,59.73,22,112,04-22
3660,17,76.42,0,63.83,406,71.8,54.1,62.41,23,113,04-23
3661,17,150.13,0.01,79.71,696,76.4,58.3,65.71,24,114,04-24
3662,17,89.5,0.01,83.25,677,79.2,61.8,68.92,25,115,04-25
3663,17,272.63,0.01,73.42,910,77.6,65.1,70.66,26,116,04-26
3664,17,237.08,0,66.54,930,70.5,56.1,62.4,27,117,04-27
3665,17,376.21,0,53.67,1000,65.5,46.9,57.07,28,118,04-28
3666,17,368.83,0,51.71,979,73.1,40.7,56.35,29,119,04-29
3667,17,352.29,0,61.88,939,81.8,54.5,66.3,30,120,04-30
3668,17,324.71,0,76.17,911,85.6,63,72.48,31,121,05-01
3669,17,229.38,0,74.08,815,92.8,68.5,77.79,32,122,05-02
3670,17,176.21,0.01,72.58,779,90.1,71.4,77.57,33,123,05-03
3671,17,7.46,0.04,85.33,57,78.1,69.6,73.34,34,124,05-04
3672,17,336.88,0,72.96,925,87,58.1,72.1,35,125,05-05
3673,17,303.63,0,72.17,870,89.6,63,74.68,36,126,05-06
3674,17,347.92,0,57.63,912,90.5,66.2,77.56,37,127,05-07
3675,17,346.5,0.01,61,917,88.3,71.3,78.79,38,128,05-08
3676,17,377,0,37.88,973,75.4,52,63.33,39,129,05-09
3677,17,318.58,0,43.88,982,70.6,47.7,57.86,40,130,05-10
3678,17,187.96,0,51.25,878,73.7,55.2,62.77,41,131,05-11
3679,17,82.96,0,71.04,483,82.7,63.7,70.4,42,132,05-12
3680,17,207.17,0,72.29,720,81.5,65.7,73.57,43,133,05-13
3681,17,318.58,0,69.29,860,91.4,64.2,75.75,44,134,05-14
3682,17,336.17,0,57.67,900,93.3,70,79.87,45,135,05-15
3683,17,154.96,0.01,68.29,918,91.1,68,76.85,46,136,05-16
3684,17,2.63,0.05,93.92,39,74.3,65.8,68.93,47,137,05-17
3685,17,107.5,0.03,88.17,537,70.6,61.2,66.82,48,138,05-18
3686,17,236.5,0.01,80.79,848,80.1,55.1,65.05,49,139,05-19
3687,17,159.08,0,80.46,772,79.8,56.7,66.63,50,140,05-20
3688,17,337.13,0,70.71,912,86.4,52.7,69.57,51,141,05-21
3689,17,206.88,0.01,72.54,759,84.4,60.4,70.97,52,142,05-22
3690,17,98.17,0.02,86.13,420,76.9,64.3,70.41,53,143,05-23
3691,17,119.46,0.06,91.38,490,75.1,65.5,69.63,54,144,05-24
3692,17,188.38,0,79.42,799,81,64.1,70.79,55,145,05-25
3693,17,173.25,0,75.79,777,82.7,64.5,71.02,56,146,05-26
3694,17,362.08,0,70.5,911,90.4,59.3,73.65,57,147,05-27
3695,17,278.92,0.01,77.63,867,88.3,64.9,75.18,58,148,05-28
3696,17,276.58,0.01,79.79,849,80.6,65.5,73.35,59,149,05-29
3697,17,354.88,0,74.21,900,86.7,64.6,75.2,60,150,05-30
3698,17,338.67,0,67.33,899,91.3,68.4,79.25,61,151,05-31
3699,17,196.38,0.02,76.08,796,81.1,68.4,75.28,62,152,06-01
3700,17,208.29,0.03,85.79,819,82.6,70,76.07,63,153,06-02
3701,17,152.46,0,83,558,87.5,71.1,76.7,64,154,06-03
3702,17,186.29,0.01,87.17,766,84.8,72.7,77.83,65,155,06-04
3703,17,338.71,0.01,83.46,851,86.1,73.4,79.92,66,156,06-05
3704,17,327.13,0,71.58,889,95.2,74.3,82.48,67,157,06-06
3705,17,297.79,0.02,70.04,902,84.4,66,76.11,68,158,06-07
3706,17,353.33,0,65.08,866,85.4,61.9,73.3,69,159,06-08
3707,17,193.13,0,65.58,849,87.3,67,76.62,70,160,06-09
3708,17,299.04,0,62.67,844,89.8,73.4,80.62,71,161,06-10
3709,17,184.42,0,71.71,854,92.8,67.1,79.86,72,162,06-11
3710,17,347.25,0,65.58,861,96,65.3,80.73,73,163,06-12
3711,17,255.67,0,67.25,886,97.4,74.7,84.09,74,164,06-13
3712,17,361.92,0,65.33,879,96.1,71.2,83.69,75,165,06-14
3713,17,245.79,0,58.04,861,98.7,72,85.04,76,166,06-15
3714,17,148.96,0.02,80.63,814,94.5,73,80.84,77,167,06-16
3715,17,276.79,0,75.17,899,93.4,72.3,80.79,78,168,06-17
3716,17,278.08,0,62.42,874,93.4,70.2,79.7,79,169,06-18
3717,17,300.17,0.01,83.63,778,86,71.1,78.56,80,170,06-19
3718,17,235.71,0,76.79,881,96.6,71.6,80.88,81,171,06-20
3719,17,311.25,0,68.96,896,98.2,72.1,83.68,82,172,06-21
3720,17,324.58,0,65,894,98.6,73.9,84.63,83,173,06-22
3721,17,318.38,0,59.29,894,100.2,76.5,86.85,84,174,06-23
3722,17,316.58,0,53.17,860,101.1,75.7,87.45,85,175,06-24
3723,17,212.71,0,64.04,851,103.8,76.6,86.55,86,176,06-25
3724,17,62.96,0.01,84.29,364,88.4,75.5,80.38,87,177,06-26
3725,17,356.83,0,67,896,99.6,73.4,85.15,88,178,06-27
3726,17,309.54,0,62.67,869,98.7,74.8,85.52,89,179,06-28
3727,17,247.13,0,55.42,867,99.4,79.3,86.94,90,180,06-29
3728,17,87.13,0.02,83.21,651,91.4,70.7,78.1,91,181,06-30
3729,17,89.5,0.02,81.42,691,86.8,68.4,73.8,92,182,07-01
3730,17,371.58,0,66.17,909,83.1,56.1,71.92,93,183,07-02
3731,17,367.46,0,59.17,914,84.5,54.9,70.46,94,184,07-03
3732,17,372.33,0,58.88,903,91.7,58.1,74.16,95,185,07-04
3733,17,364.88,0,58.63,909,95.4,63.5,78.27,96,186,07-05
3734,17,361.75,0,56.96,909,100.5,66.9,82.44,97,187,07-06
3735,17,291.13,0,46.71,902,105.3,71.4,86.09,98,188,07-07
3736,17,80.54,0,61.33,441,90.3,78.1,83.42,99,189,07-08
3737,17,308.42,0,64.04,856,96.6,66.9,81.4,100,190,07-09
3738,17,50.54,0.01,68.75,437,89.3,76.8,81.7,101,191,07-10
3739,17,340.92,0.01,70.21,892,97,67.3,80.91,102,192,07-11
3740,17,300.04,0,66.88,888,95.7,69.6,82.1,103,193,07-12
3741,17,245.67,0.01,81.92,761,89.4,74.5,80.9,104,194,07-13
3742,17,148.88,0.01,81.25,633,89.1,76.3,81.23,105,195,07-14
3743,17,344.21,0.01,81.63,866,90.8,70.3,81.07,106,196,07-15
3744,17,342.75,0,70.92,887,96.5,75.2,84.04,107,197,07-16
3745,17,33.67,0.01,67.33,272,89,80,83.85,108,198,07-17
3746,17,308.71,0.02,74.17,858,87.2,76.4,81.06,109,199,07-18
3747,17,177.88,0,63.92,787,95.1,76.1,83.31,110,200,07-19
3748,17,259.46,0,65,857,99.7,75.6,85.39,111,201,07-20
3749,17,304.79,0,59.46,858,100.4,78.1,87.37,112,202,07-21
3750,17,323.83,0,50.42,845,104,77.7,89.57,113,203,07-22
3751,17,247.58,0,66.25,867,99.3,76.6,85.82,114,204,07-23
3752,17,339.08,0,55.46,888,102,78.3,88.31,115,205,07-24
3753,17,288.04,0,56.17,867,103.8,79.5,89.8,116,206,07-25
3754,17,213.63,0,63.96,850,100,77.5,86.89,117,207,07-26
3755,17,48.46,0,65.5,354,92.2,71.4,81.15,118,208,07-27
3756,17,173.83,0,61.04,837,97.5,72.5,83.56,119,209,07-28
3757,17,189.54,0.01,71.13,817,94.3,74.8,83.8,120,210,07-29
3758,17,228.63,0,64.25,859,95.2,74.7,82.87,121,211,07-30
3759,17,172.63,0,57.21,890,88.3,63.3,75.91,122,212,07-31
3760,17,11.5,0.01,79.13,127,84,65.8,71.92,123,213,08-01
3761,17,217.38,0,74.54,845,93.2,67.1,77.29,124,214,08-02
3762,17,228.71,0,74.29,836,90.5,69.1,79.4,125,215,08-03
3763,17,224.21,0,66.5,801,99.1,73.2,84.53,126,216,08-04
3764,17,316.42,0.01,60.63,862,99.9,75,86.61,127,217,08-05
3765,17,259.92,0,59.58,859,99.7,76.3,86.3,128,218,08-06
3766,17,191.67,0,60.79,885,96.8,69.8,82.1,129,219,08-07
3767,17,295.83,0,67.13,859,97,71.4,82.43,130,220,08-08
3768,17,266.21,0,67.58,858,97,70.1,82.67,131,221,08-09
3769,17,251.88,0,68.08,882,98.8,74.5,85.46,132,222,08-10
3770,17,238.04,0,54.96,807,102.6,78.1,88.51,133,223,08-11
3771,17,235.58,0,50.33,844,99.2,80.1,89.42,134,224,08-12
3772,17,302.79,0.01,67.21,859,93.2,74.5,83.45,135,225,08-13
3773,17,172.92,0,67.67,833,91.8,72.7,81.48,136,226,08-14
3774,17,307.83,0,63.58,885,95.5,70.2,81.74,137,227,08-15
3775,17,246.25,0,59.79,889,99.5,68.5,83.82,138,228,08-16
3776,17,252.83,0,59,858,102,74.7,86.44,139,229,08-17
3777,17,183.58,0.01,67.83,830,96.8,74.5,84.17,140,230,08-18
3778,17,128.75,0.01,83.46,553,96.1,73.4,81,141,231,08-19
3779,17,297.75,0.01,75.46,914,93.9,74.5,81.73,142,232,08-20
3780,17,319.21,0,67.92,928,95,65.3,78.99,143,233,08-21
3781,17,238.38,0.01,79.88,782,90.7,71.1,80.34,144,234,08-22
3782,17,162.92,0.01,77.96,887,92.8,73.4,80.75,145,235,08-23
3783,17,152.67,0,78.67,687,84.4,71.6,76.43,146,236,08-24
3784,17,241,0,79.33,892,89.1,65.3,73.48,147,237,08-25
3785,17,203.25,0,71.25,888,91.6,66.7,77.26,148,238,08-26
3786,17,208.46,0,74.17,899,93,68.2,77.18,149,239,08-27
3787,17,280.21,0,74.71,882,90.9,69.1,77.84,150,240,08-28
3788,17,319.21,0,62.96,905,91.2,63.5,76.94,151,241,08-29
3789,17,318.58,0,61.46,913,98.3,64.2,78.68,152,242,08-30
3790,17,317.33,0,49.08,904,99.9,68.8,82.46,153,243,08-31
3791,17,315.63,0,60.21,906,94.3,65.3,79.9,154,244,09-01
3792,17,60.96,0.01,75.17,351,88.3,64.8,74.69,155,245,09-02
3793,17,198.83,0.01,60.08,730,97.4,71.8,81.23,156,246,09-03
3794,17,189.33,0,44.17,795,88.7,72.9,80.37,157,247,09-04
3795,17,309.79,0,41.33,851,92.3,58.5,72.38,158,248,09-05
3796,17,315.83,0,58.5,911,91.7,61.5,73.85,159,249,09-06
