,Performance Record,Maturity Group,Genotype ID,State,Year,Location,Yield
35671,35671,5.0,887,"""IL""",2008,147.0,64.4
35672,35672,5.0,1411,"""NC""",2009,71.0,38.7
35673,35673,2.0,2362,"""NE""",2003,56.0,55.7
35674,35674,3.0,2683,"""KS""",2007,6.0,55.1
35675,35675,5.0,1396,"""LA""",2008,22.0,27.4
35676,35676,4.0,4055,"""IL""",2014,148.0,68.6
35677,35677,4.0,3049,"""KS""",2003,6.0,49.4
35678,35678,6.0,876,"""AL""",2003,16.0,40.9
35679,35679,4.0,1850,"""TN""",2011,72.0,32.3
35680,35680,1.0,2183,"""ONT""",2010,100.0,37.0
35681,35681,8.0,4410,"""GA""",2013,146.0,56.8
35682,35682,1.0,3123,"""MI""",2014,118.0,61.5
35683,35683,4.0,1452,"""MO""",2014,109.0,59.0
35684,35684,3.0,5674,"""IA""",2008,2.0,47.7
35685,35685,4.0,1966,"""KS""",2005,98.0,48.2
35686,35686,2.0,122,"""NE""",2004,15.0,46.4
35687,35687,1.0,439,"""NE""",2007,82.0,70.9
35688,35688,5.0,2137,"""AR""",2003,103.0,67.1
35689,35689,7.0,998,"""GA""",2010,146.0,41.0
35690,35690,6.0,1500,"""SC""",2014,36.0,42.7
35691,35691,3.0,2547,"""NE""",2007,45.0,67.2
35692,35692,1.0,1998,"""NE""",2011,102.0,60.2
35693,35693,5.0,2617,"""MS""",2009,139.0,54.5
35694,35694,4.0,792,"""IL""",2006,91.0,55.6
35695,35695,4.0,87,"""MO""",2004,110.0,70.7
35696,35696,2.0,5779,"""MI""",2012,64.0,26.5
35697,35697,1.0,5001,"""MN""",2006,152.0,65.7
35698,35698,4.0,2613,"""OH""",2004,124.0,65.5
35699,35699,2.0,2457,"""SD""",2007,10.0,48.6
35700,35700,2.0,5471,"""IN""",2003,150.0,40.2
35701,35701,4.0,4089,"""IL""",2009,60.0,68.3
35702,35702,4.0,3021,"""AR""",2014,69.0,58.5
35703,35703,5.0,2658,"""KS""",2011,104.0,18.6
35704,35704,5.0,1092,"""KS""",2015,104.0,51.8
35705,35705,0.0,2619,"""MN""",2014,117.0,41.2
35706,35706,5.0,1182,"""AR""",2014,140.0,73.3
35707,35707,0.0,5405,"""SD""",2004,24.0,29.6
35708,35708,4.0,3589,"""NC""",2011,108.0,39.3
35709,35709,5.0,1942,"""AL""",2007,16.0,13.0
35710,35710,4.0,1248,"""TX""",2005,112.0,8.0
35711,35711,6.0,1161,"""AL""",2007,143.0,52.1
35712,35712,0.0,2812,"""ONT""",2007,134.0,56.5
35713,35713,2.0,245,"""SD""",2009,10.0,30.4
35714,35714,2.0,129,"""IN""",2004,154.0,55.8
35715,35715,6.0,1387,"""GA""",2013,7.0,60.7
35716,35716,2.0,5764,"""OH""",2013,157.0,74.0
35717,35717,5.0,2889,"""AL""",2012,16.0,58.1
35718,35718,7.0,998,"""SC""",2008,54.0,43.4
35719,35719,4.0,3488,"""AR""",2007,103.0,29.9
35720,35720,5.0,1279,"""MO""",2009,109.0,59.9
35721,35721,2.0,3769,"""MI""",2014,75.0,73.2
35722,35722,6.0,681,"""SC""",2006,36.0,53.5
35723,35723,2.0,3891,"""NE""",2012,102.0,82.9
35724,35724,-1.0,5403,"""QUE""",2015,73.0,48.4
35725,35725,0.0,2063,"""ONT""",2005,99.0,30.5
35726,35726,-1.0,1678,"""MN""",2012,42.0,41.4
35727,35727,4.0,821,"""MO""",2004,109.0,60.9
35728,35728,5.0,3722,"""MD""",2003,113.0,36.8
35729,35729,7.0,1124,"""AL""",2013,51.0,64.0
35730,35730,4.0,2469,"""IL""",2004,60.0,60.5
35731,35731,2.0,478,"""ONT""",2011,61.0,45.9
35732,35732,3.0,4535,"""KS""",2015,96.0,19.4
35733,35733,2.0,3392,"""MN""",2007,152.0,55.4
35734,35734,2.0,4646,"""ONT""",2014,33.0,57.8
35735,35735,3.0,5183,"""OH""",2003,123.0,45.6
35736,35736,0.0,4442,"""MN""",2008,89.0,36.7
35737,35737,2.0,3387,"""SD""",2004,24.0,25.1
35738,35738,2.0,3839,"""IA""",2009,2.0,61.4
35739,35739,7.0,4868,"""GA""",2009,105.0,57.2
35740,35740,4.0,4090,"""KS""",2010,6.0,48.8
35741,35741,4.0,2530,"""OH""",2008,126.0,68.1
35742,35742,1.0,5319,"""IA""",2004,2.0,56.8
35743,35743,5.0,3034,"""MO""",2015,109.0,61.7
35744,35744,7.0,1184,"""AL""",2007,51.0,68.0
35745,35745,8.0,1086,"""GA""",2003,105.0,52.6
35746,35746,3.0,3066,"""IA""",2008,2.0,40.7
35747,35747,2.0,5272,"""IL""",2004,148.0,42.3
35748,35748,7.0,888,"""GA""",2009,28.0,44.0
35749,35749,8.0,889,"""GA""",2015,105.0,58.9
35750,35750,1.0,2645,"""NE""",2004,40.0,39.4
35751,35751,4.0,38,"""TN""",2005,67.0,34.2
35752,35752,7.0,3980,"""AL""",2012,143.0,34.7
35753,35753,1.0,5196,"""SD""",2005,153.0,44.6
35754,35754,3.0,4561,"""OH""",2003,123.0,51.9
35755,35755,4.0,3215,"""IL""",2014,29.0,50.6
35756,35756,1.0,3705,"""NE""",2012,15.0,29.0
35757,35757,5.0,2886,"""MD""",2009,113.0,63.3
35758,35758,3.0,2469,"""KS""",2005,6.0,63.1
35759,35759,4.0,4246,"""MS""",2007,139.0,46.3
35760,35760,3.0,796,"""IA""",2009,30.0,79.4
35761,35761,2.0,4019,"""IN""",2011,154.0,36.8
35762,35762,8.0,1860,"""GA""",2003,146.0,48.1
35763,35763,7.0,992,"""AL""",2009,143.0,28.3
35764,35764,4.0,5136,"""MO""",2010,38.0,46.8
35765,35765,3.0,4607,"""IA""",2010,41.0,52.5
35766,35766,3.0,243,"""KS""",2009,6.0,45.0
35767,35767,2.0,4589,"""IL""",2009,148.0,64.7
35768,35768,2.0,3976,"""MN""",2015,152.0,61.2
35769,35769,3.0,578,"""NE""",2015,136.0,65.2
35770,35770,3.0,2673,"""IN""",2003,154.0,43.4
35771,35771,2.0,3187,"""AR""",2005,116.0,45.5
35772,35772,3.0,77,"""NE""",2008,45.0,80.8
35773,35773,0.0,2576,"""MN""",2006,117.0,26.3
35774,35774,5.0,3153,"""TN""",2014,129.0,51.5
35775,35775,2.0,5681,"""ONT""",2008,33.0,73.2
35776,35776,2.0,5244,"""SD""",2008,18.0,29.0
35777,35777,5.0,1785,"""LA""",2005,1.0,45.0
35778,35778,6.0,1152,"""VA""",2006,151.0,50.8
35779,35779,5.0,1560,"""TX""",2005,112.0,15.0
35780,35780,2.0,446,"""OH""",2007,63.0,75.6
35781,35781,3.0,3857,"""IN""",2012,154.0,49.6
35782,35782,7.0,2360,"""LA""",2012,22.0,55.6
35783,35783,3.0,837,"""NE""",2004,106.0,61.3
35784,35784,1.0,5459,"""MN""",2005,152.0,59.2
35785,35785,6.0,756,"""NC""",2012,107.0,47.9
35786,35786,4.0,925,"""NC""",2005,107.0,18.7
35787,35787,4.0,5544,"""OH""",2007,80.0,33.8
35788,35788,5.0,830,"""OK""",2003,19.0,40.4
35789,35789,1.0,3461,"""SD""",2003,153.0,18.6
35790,35790,0.0,3116,"""MN""",2009,117.0,27.5
35791,35791,4.0,2693,"""TN""",2009,72.0,66.9
35792,35792,0.0,1765,"""ONT""",2006,99.0,55.3
35793,35793,5.0,1894,"""MS""",2009,139.0,62.6
35794,35794,2.0,3345,"""ONT""",2009,61.0,82.4
35795,35795,2.0,3393,"""MN""",2008,74.0,49.6
35796,35796,3.0,281,"""NE""",2005,56.0,66.5
35797,35797,2.0,551,"""MI""",2009,64.0,55.2
35798,35798,4.0,5370,"""MO""",2013,110.0,58.7
35799,35799,5.0,2615,"""KS""",2006,104.0,34.6
35800,35800,2.0,5060,"""IL""",2015,148.0,69.9
35801,35801,4.0,4134,"""TN""",2010,129.0,6.8
35802,35802,4.0,2671,"""MO""",2014,109.0,48.9
35803,35803,-1.0,1742,"""MN""",2005,87.0,46.4
35804,35804,5.0,1943,"""DE""",2009,55.0,39.2
35805,35805,1.0,3565,"""NE""",2010,15.0,58.3
35806,35806,6.0,1683,"""NC""",2012,167.0,56.1
35807,35807,3.0,239,"""KS""",2009,98.0,46.2
35808,35808,0.0,2848,"""ONT""",2014,134.0,41.9
35809,35809,0.0,2843,"""ONT""",2013,134.0,47.7
35810,35810,5.0,1437,"""VA""",2007,151.0,35.0
35811,35811,3.0,437,"""NE""",2007,92.0,53.4
35812,35812,5.0,887,"""AR""",2008,116.0,54.6
35813,35813,0.0,3462,"""QUE""",2003,119.0,31.0
35814,35814,2.0,4446,"""IA""",2008,115.0,46.8
35815,35815,0.0,4821,"""SD""",2004,153.0,31.8
35816,35816,5.0,3190,"""AL""",2009,16.0,51.4
35817,35817,6.0,1819,"""SC""",2012,36.0,45.7
35818,35818,-1.0,1764,"""QUE""",2006,119.0,54.6
35819,35819,3.0,837,"""OH""",2003,123.0,46.2
35820,35820,4.0,2694,"""KY""",2009,111.0,65.8
35821,35821,4.0,1490,"""MS""",2003,139.0,50.7
35822,35822,2.0,583,"""SD""",2009,10.0,47.1
35823,35823,2.0,525,"""IA""",2008,115.0,57.0
35824,35824,0.0,1738,"""ONT""",2004,134.0,53.5
35825,35825,3.0,780,"""NE""",2003,145.0,51.9
35826,35826,7.0,2392,"""SC""",2006,163.0,32.1
35827,35827,4.0,2196,"""TN""",2008,67.0,30.2
35828,35828,3.0,636,"""OH""",2011,157.0,84.0
35829,35829,1.0,5273,"""SD""",2004,122.0,26.1
35830,35830,0.0,2259,"""QUE""",2003,119.0,30.9
35831,35831,2.0,4539,"""OH""",2013,157.0,81.6
35832,35832,4.0,1214,"""AR""",2009,116.0,49.0
35833,35833,4.0,4248,"""AR""",2006,103.0,53.9
35834,35834,5.0,3087,"""MS""",2013,139.0,71.5
35835,35835,5.0,1437,"""KY""",2007,111.0,27.2
35836,35836,1.0,3670,"""MI""",2007,118.0,49.2
35837,35837,0.0,2600,"""MN""",2004,89.0,30.7
35838,35838,8.0,1334,"""GA""",2004,105.0,47.7
35839,35839,3.0,512,"""MO""",2004,110.0,56.4
35840,35840,7.0,747,"""GA""",2010,105.0,21.5
35841,35841,5.0,1630,"""IL""",2007,147.0,38.0
35842,35842,4.0,3012,"""TN""",2009,129.0,58.1
35843,35843,-1.0,1660,"""MN""",2003,121.0,34.0
35844,35844,3.0,4588,"""OH""",2009,63.0,58.3
35845,35845,2.0,4936,"""IN""",2007,154.0,47.2
35846,35846,4.0,3083,"""MO""",2008,110.0,55.7
35847,35847,4.0,1225,"""TN""",2014,72.0,59.7
35848,35848,2.0,296,"""MI""",2009,75.0,62.3
35849,35849,1.0,5423,"""NE""",2014,102.0,91.7
35850,35850,5.0,2878,"""MS""",2014,135.0,60.0
35851,35851,3.0,5338,"""NE""",2015,159.0,63.3
35852,35852,3.0,1229,"""OH""",2015,63.0,76.9
35853,35853,4.0,2615,"""AR""",2011,69.0,71.9
35854,35854,2.0,134,"""NE""",2007,15.0,62.0
35855,35855,6.0,1470,"""GA""",2005,146.0,52.5
35856,35856,4.0,2615,"""MO""",2012,110.0,55.6
35857,35857,-1.0,4342,"""QUE""",2007,133.0,21.7
35858,35858,4.0,5810,"""IL""",2003,147.0,51.2
35859,35859,4.0,5532,"""IN""",2004,154.0,49.5
35860,35860,4.0,5384,"""IL""",2010,25.0,53.7
35861,35861,1.0,431,"""MN""",2007,152.0,43.0
35862,35862,7.0,1622,"""AL""",2014,51.0,59.9
35863,35863,2.0,358,"""OH""",2015,63.0,64.6
35864,35864,4.0,2925,"""TN""",2009,67.0,49.1
35865,35865,2.0,3880,"""NE""",2012,15.0,42.2
35866,35866,4.0,4139,"""TN""",2012,67.0,48.9
35867,35867,6.0,1776,"""NC""",2013,107.0,44.7
35868,35868,2.0,1902,"""OH""",2004,63.0,72.9
35869,35869,0.0,2181,"""ONT""",2011,134.0,60.1
35870,35870,2.0,5284,"""NE""",2011,102.0,77.6
35871,35871,4.0,1226,"""TN""",2014,67.0,58.4
35872,35872,2.0,3390,"""ONT""",2007,33.0,54.4
35873,35873,1.0,3244,"""IN""",2005,154.0,42.0
35874,35874,2.0,3798,"""IN""",2015,154.0,35.5
35875,35875,3.0,207,"""NE""",2008,92.0,38.1
35876,35876,3.0,5136,"""IA""",2009,30.0,80.9
35877,35877,1.0,3832,"""MN""",2007,152.0,47.7
35878,35878,2.0,17,"""IN""",2011,150.0,57.8
35879,35879,2.0,534,"""ONT""",2008,61.0,56.6
35880,35880,1.0,3798,"""MI""",2013,64.0,41.0
35881,35881,3.0,3352,"""IN""",2015,154.0,63.2
35882,35882,6.0,649,"""VA""",2007,101.0,16.3
35883,35883,4.0,2663,"""AR""",2012,140.0,41.0
35884,35884,7.0,1309,"""MS""",2005,139.0,14.9
35885,35885,4.0,2585,"""IL""",2005,17.0,62.1
35886,35886,1.0,5452,"""MN""",2013,152.0,55.9
35887,35887,8.0,1013,"""GA""",2012,7.0,42.7
35888,35888,1.0,5316,"""NE""",2004,56.0,46.5
35889,35889,3.0,636,"""NE""",2009,45.0,65.6
35890,35890,3.0,3719,"""IN""",2010,154.0,47.3
35891,35891,1.0,5241,"""MN""",2008,74.0,42.6
35892,35892,0.0,4169,"""ONT""",2009,134.0,45.8
35893,35893,4.0,5689,"""IN""",2004,27.0,38.7
35894,35894,2.0,3815,"""OH""",2007,63.0,63.6
35895,35895,4.0,2613,"""TN""",2006,85.0,74.1
35896,35896,2.0,5284,"""IA""",2010,2.0,55.8
35897,35897,1.0,5099,"""IA""",2007,32.0,52.3
35898,35898,5.0,732,"""MO""",2005,110.0,78.3
35899,35899,5.0,1413,"""MD""",2008,113.0,53.5
35900,35900,5.0,3152,"""AL""",2009,16.0,60.8
35901,35901,2.0,3676,"""IL""",2007,44.0,54.1
35902,35902,6.0,1236,"""LA""",2003,22.0,55.0
35903,35903,2.0,5636,"""IL""",2013,148.0,57.5
35904,35904,2.0,2495,"""IL""",2014,44.0,63.2
35905,35905,-1.0,5403,"""ND""",2015,93.0,73.3
35906,35906,3.0,1938,"""OH""",2003,123.0,51.7
35907,35907,1.0,4614,"""ONT""",2012,114.0,67.5
35908,35908,3.0,138,"""IL""",2006,148.0,64.0
35909,35909,5.0,2222,"""AR""",2014,140.0,68.0
35910,35910,1.0,14,"""QUE""",2014,130.0,50.5
35911,35911,1.0,4895,"""MI""",2004,64.0,39.7
35912,35912,4.0,3102,"""OH""",2005,125.0,59.9
35913,35913,7.0,4840,"""NC""",2008,107.0,44.3
35914,35914,4.0,1970,"""TN""",2004,67.0,34.5
35915,35915,0.0,2063,"""NE""",2004,56.0,35.5
35916,35916,3.0,4080,"""IN""",2012,27.0,51.4
35917,35917,7.0,54,"""NC""",2012,107.0,38.6
35918,35918,5.0,1677,"""LA""",2004,22.0,35.2
35919,35919,0.0,4792,"""MN""",2007,89.0,16.1
35920,35920,3.0,5148,"""OH""",2008,126.0,68.7
35921,35921,6.0,1908,"""VA""",2008,101.0,41.8
35922,35922,3.0,145,"""MO""",2005,109.0,64.8
35923,35923,5.0,1439,"""IL""",2008,147.0,48.7
35924,35924,5.0,1350,"""TN""",2014,67.0,43.9
35925,35925,4.0,3625,"""IN""",2014,154.0,38.8
35926,35926,2.0,5214,"""IN""",2004,154.0,41.5
35927,35927,2.0,5336,"""IL""",2009,148.0,69.0
35928,35928,-1.0,2278,"""ND""",2009,93.0,25.8
35929,35929,8.0,3633,"""GA""",2003,105.0,50.4
35930,35930,3.0,4679,"""IL""",2014,148.0,71.2
35931,35931,-1.0,2103,"""MN""",2003,121.0,34.2
35932,35932,2.0,220,"""MN""",2011,152.0,53.1
35933,35933,3.0,4117,"""NE""",2015,136.0,77.4
35934,35934,4.0,92,"""MO""",2003,110.0,57.3
35935,35935,5.0,365,"""AR""",2006,116.0,48.5
35936,35936,4.0,1490,"""IL""",2004,147.0,36.3
35937,35937,4.0,3184,"""MO""",2003,110.0,32.0
35938,35938,6.0,1236,"""AL""",2003,51.0,48.6
35939,35939,5.0,1111,"""VA""",2009,141.0,60.1
35940,35940,3.0,3865,"""MO""",2010,38.0,51.7
35941,35941,1.0,2946,"""NE""",2006,40.0,53.5
35942,35942,6.0,1458,"""AR""",2003,103.0,44.7
35943,35943,4.0,886,"""AR""",2005,103.0,66.7
35944,35944,5.0,2137,"""AR""",2003,116.0,51.2
35945,35945,1.0,4021,"""IN""",2010,150.0,39.1
35946,35946,6.0,885,"""GA""",2011,7.0,22.4
35947,35947,2.0,5007,"""IN""",2005,150.0,48.8
35948,35948,2.0,3941,"""ONT""",2009,33.0,65.7
35949,35949,8.0,2417,"""NC""",2011,35.0,29.6
35950,35950,2.0,5635,"""MN""",2013,152.0,64.3
35951,35951,3.0,3792,"""IA""",2009,30.0,82.6
35952,35952,6.0,1708,"""AL""",2009,51.0,58.6
35953,35953,2.0,3285,"""IN""",2013,154.0,66.9
35954,35954,4.0,100,"""KS""",2003,78.0,31.9
35955,35955,5.0,2112,"""AL""",2012,16.0,55.5
35956,35956,2.0,3272,"""ONT""",2006,33.0,72.6
35957,35957,2.0,264,"""IL""",2003,148.0,48.2
35958,35958,2.0,3846,"""IA""",2011,30.0,67.4
35959,35959,4.0,4143,"""VA""",2012,151.0,54.3
35960,35960,4.0,1489,"""AR""",2005,103.0,32.9
35961,35961,4.0,5375,"""MO""",2014,94.0,68.5
35962,35962,3.0,3358,"""MO""",2006,38.0,31.4
35963,35963,4.0,362,"""MO""",2011,109.0,68.0
35964,35964,4.0,4134,"""MS""",2010,139.0,69.4
35965,35965,7.0,878,"""SC""",2004,20.0,49.5
35966,35966,4.0,324,"""OH""",2003,123.0,54.7
35967,35967,6.0,1874,"""AL""",2013,16.0,47.1
35968,35968,2.0,297,"""IL""",2008,148.0,33.2
35969,35969,2.0,5475,"""MN""",2012,152.0,70.4
35970,35970,4.0,1417,"""NC""",2003,107.0,30.9
35971,35971,6.0,2409,"""OK""",2008,19.0,40.1
35972,35972,5.0,5729,"""IL""",2008,147.0,54.7
35973,35973,1.0,5501,"""ONT""",2004,142.0,58.4
35974,35974,2.0,535,"""MI""",2007,64.0,30.8
35975,35975,2.0,3356,"""AR""",2004,53.0,61.8
35976,35976,0.0,4177,"""ONT""",2013,156.0,47.5
35977,35977,4.0,3733,"""MS""",2004,139.0,46.9
35978,35978,1.0,4416,"""ONT""",2006,33.0,47.6
35979,35979,-1.0,1657,"""ONT""",2012,50.0,27.1
35980,35980,1.0,3570,"""SD""",2013,149.0,42.8
35981,35981,3.0,31,"""NE""",2010,92.0,66.8
35982,35982,4.0,4236,"""IL""",2004,147.0,47.2
35983,35983,5.0,1789,"""MO""",2007,110.0,55.6
35984,35984,3.0,5649,"""IN""",2013,27.0,32.5
35985,35985,1.0,4184,"""MI""",2013,64.0,49.6
35986,35986,8.0,1038,"""GA""",2014,105.0,40.7
35987,35987,4.0,1419,"""IL""",2005,147.0,52.2
35988,35988,1.0,5439,"""SD""",2008,153.0,30.8
35989,35989,1.0,5452,"""NE""",2013,102.0,63.6
35990,35990,2.0,229,"""IN""",2013,150.0,58.7
35991,35991,4.0,2768,"""KS""",2012,104.0,32.7
35992,35992,6.0,1712,"""GA""",2010,146.0,33.9
35993,35993,5.0,2137,"""KS""",2004,104.0,42.6
35994,35994,4.0,901,"""MO""",2011,109.0,74.2
35995,35995,4.0,5400,"""IN""",2012,154.0,45.8
35996,35996,3.0,5527,"""IL""",2004,148.0,41.1
35997,35997,1.0,4346,"""NE""",2015,62.0,78.6
35998,35998,7.0,1625,"""LA""",2003,22.0,60.9
35999,35999,-1.0,330,"""QUE""",2014,73.0,60.6
36000,36000,4.0,4699,"""KS""",2014,78.0,58.3
36001,36001,7.0,1402,"""SC""",2010,163.0,37.3
36002,36002,5.0,1020,"""VA""",2008,151.0,51.8
36003,36003,6.0,2416,"""AL""",2010,51.0,52.7
36004,36004,3.0,4006,"""OH""",2007,127.0,57.2
36005,36005,4.0,2470,"""KS""",2004,98.0,62.3
36006,36006,6.0,1438,"""VA""",2009,101.0,22.1
36007,36007,4.0,2895,"""TN""",2012,85.0,84.1
36008,36008,4.0,2924,"""NC""",2010,108.0,58.7
36009,36009,7.0,2447,"""GA""",2015,7.0,50.6
36010,36010,2.0,5636,"""MI""",2013,64.0,60.2
36011,36011,2.0,3264,"""NE""",2012,102.0,67.0
36012,36012,3.0,2999,"""MO""",2013,38.0,43.9
36013,36013,1.0,4996,"""IN""",2005,154.0,37.1
36014,36014,3.0,32,"""IL""",2015,148.0,71.0
36015,36015,3.0,5521,"""NE""",2004,106.0,27.0
36016,36016,2.0,4489,"""MI""",2005,75.0,73.4
36017,36017,8.0,2876,"""SC""",2015,54.0,37.0
36018,36018,4.0,2962,"""TN""",2014,72.0,58.2
36019,36019,0.0,3497,"""ND""",2004,31.0,22.0
36020,36020,4.0,2871,"""IL""",2003,147.0,66.6
36021,36021,2.0,5703,"""MI""",2007,64.0,49.4
36022,36022,3.0,3074,"""IL""",2009,148.0,65.1
36023,36023,4.0,1566,"""OK""",2003,19.0,42.9
36024,36024,0.0,4896,"""SD""",2003,153.0,19.1
36025,36025,7.0,875,"""AL""",2004,51.0,46.2
36026,36026,3.0,4046,"""IL""",2009,148.0,63.7
36027,36027,2.0,4423,"""SD""",2006,10.0,39.5
36028,36028,8.0,1300,"""AL""",2003,143.0,48.8
36029,36029,3.0,201,"""NE""",2008,77.0,50.8
36030,36030,8.0,1484,"""NC""",2003,66.0,50.2
36031,36031,6.0,4385,"""SC""",2006,54.0,40.8
36032,36032,1.0,3078,"""MN""",2005,152.0,46.7
36033,36033,1.0,1656,"""NE""",2012,102.0,32.6
36034,36034,1.0,2636,"""NE""",2006,40.0,58.7
36035,36035,0.0,3577,"""MN""",2005,117.0,24.9
36036,36036,3.0,2657,"""IA""",2013,59.0,49.2
36037,36037,4.0,2620,"""TN""",2008,129.0,22.9
36038,36038,2.0,169,"""IN""",2005,150.0,53.6
36039,36039,3.0,3366,"""KS""",2008,98.0,33.4
36040,36040,0.0,4163,"""ONT""",2009,134.0,49.1
36041,36041,3.0,134,"""NE""",2012,34.0,88.6
36042,36042,1.0,5208,"""SD""",2004,153.0,26.2
36043,36043,2.0,5103,"""IA""",2007,115.0,60.6
36044,36044,3.0,512,"""NE""",2004,106.0,59.2
36045,36045,3.0,5353,"""MD""",2008,113.0,39.8
36046,36046,1.0,559,"""MN""",2009,74.0,37.9
36047,36047,0.0,2612,"""MI""",2006,58.0,44.5
36048,36048,4.0,1420,"""KY""",2007,111.0,18.3
36049,36049,3.0,4130,"""IL""",2008,148.0,60.2
36050,36050,4.0,3950,"""MO""",2011,38.0,48.1
36051,36051,6.0,646,"""MS""",2009,139.0,20.2
36052,36052,3.0,5745,"""IN""",2007,154.0,44.5
36053,36053,3.0,3597,"""IN""",2011,150.0,55.6
36054,36054,0.0,2877,"""SD""",2013,153.0,38.4
36055,36055,2.0,226,"""IL""",2008,148.0,53.1
36056,36056,4.0,86,"""VA""",2009,151.0,66.5
36057,36057,1.0,3498,"""NE""",2007,82.0,62.5
36058,36058,6.0,725,"""AR""",2005,103.0,33.4
36059,36059,4.0,2108,"""NC""",2005,107.0,36.6
36060,36060,2.0,3764,"""MN""",2015,74.0,60.6
36061,36061,5.0,2338,"""KS""",2012,104.0,26.8
36062,36062,4.0,2615,"""NC""",2007,108.0,49.7
36063,36063,2.0,3971,"""IA""",2012,21.0,71.6
36064,36064,2.0,3580,"""MI""",2013,75.0,72.4
36065,36065,5.0,1172,"""MO""",2013,109.0,26.4
36066,36066,4.0,3784,"""AR""",2008,103.0,58.6
36067,36067,2.0,2973,"""IL""",2006,148.0,65.1
36068,36068,7.0,1707,"""NC""",2010,71.0,34.0
36069,36069,2.0,5124,"""NE""",2010,102.0,90.8
36070,36070,1.0,4197,"""NE""",2015,40.0,86.5
36071,36071,3.0,5483,"""IA""",2015,21.0,69.9
36072,36072,4.0,1850,"""KS""",2011,104.0,15.7
36073,36073,3.0,2687,"""NE""",2007,45.0,63.6
36074,36074,4.0,2614,"""MO""",2004,110.0,51.9
36075,36075,8.0,1911,"""SC""",2012,36.0,49.8
36076,36076,4.0,5524,"""KS""",2004,6.0,66.3
36077,36077,5.0,4045,"""IL""",2008,147.0,53.2
36078,36078,2.0,580,"""NE""",2014,102.0,89.1
36079,36079,4.0,4356,"""MO""",2010,38.0,54.6
36080,36080,3.0,32,"""NE""",2014,159.0,65.5
36081,36081,6.0,681,"""MS""",2008,139.0,68.7
36082,36082,4.0,1328,"""NC""",2003,107.0,25.0
36083,36083,1.0,2611,"""SD""",2005,10.0,53.5
36084,36084,2.0,3333,"""NE""",2004,40.0,47.6
36085,36085,0.0,1729,"""ND""",2003,31.0,37.9
36086,36086,3.0,71,"""MO""",2007,110.0,38.4
36087,36087,4.0,1967,"""IN""",2005,27.0,54.8
36088,36088,2.0,3798,"""MI""",2012,64.0,27.1
36089,36089,4.0,5564,"""MO""",2015,38.0,74.9
36090,36090,-1.0,2270,"""MN""",2008,87.0,34.6
36091,36091,3.0,5141,"""MO""",2007,110.0,50.0
36092,36092,3.0,5117,"""MO""",2014,94.0,76.5
36093,36093,4.0,86,"""MS""",2012,135.0,62.2
36094,36094,4.0,1258,"""VA""",2012,151.0,58.4
36095,36095,0.0,2285,"""ONT""",2011,156.0,47.3
36096,36096,2.0,3384,"""AR""",2004,53.0,64.9
36097,36097,6.0,1125,"""AL""",2014,51.0,52.3
36098,36098,3.0,4076,"""OH""",2012,63.0,62.8
36099,36099,5.0,1895,"""MO""",2007,110.0,53.8
36100,36100,4.0,1966,"""TN""",2005,67.0,35.5
36101,36101,3.0,470,"""OH""",2009,127.0,68.6
36102,36102,2.0,5216,"""ONT""",2003,61.0,54.1
36103,36103,6.0,728,"""MS""",2003,139.0,53.1
36104,36104,5.0,2889,"""TN""",2012,67.0,52.3
36105,36105,3.0,1088,"""MO""",2014,94.0,65.4
36106,36106,1.0,3078,"""MN""",2006,152.0,57.1
36107,36107,4.0,2758,"""MD""",2009,113.0,54.9
36108,36108,5.0,2711,"""AR""",2014,140.0,69.2
36109,36109,8.0,2417,"""NC""",2009,71.0,32.9
36110,36110,8.0,2433,"""AL""",2015,144.0,36.7
36111,36111,2.0,182,"""SD""",2007,18.0,56.9
36112,36112,-1.0,4795,"""MN""",2007,42.0,42.3
36113,36113,7.0,2372,"""AL""",2007,51.0,62.2
36114,36114,1.0,261,"""MI""",2003,64.0,36.8
36115,36115,0.0,2812,"""QUE""",2008,133.0,92.1
36116,36116,4.0,361,"""KY""",2010,111.0,33.6
36117,36117,4.0,4704,"""IL""",2015,148.0,70.1
36118,36118,1.0,2031,"""MN""",2015,152.0,51.4
36119,36119,7.0,997,"""LA""",2009,22.0,48.0
36120,36120,2.0,852,"""IA""",2010,2.0,57.8
36121,36121,4.0,4240,"""KS""",2006,78.0,31.3
36122,36122,2.0,3029,"""IA""",2006,115.0,49.8
36123,36123,2.0,3872,"""SD""",2012,149.0,34.2
36124,36124,4.0,5378,"""IL""",2008,17.0,64.5
36125,36125,2.0,2654,"""OH""",2011,63.0,84.2
36126,36126,4.0,3209,"""VA""",2006,151.0,49.8
36127,36127,5.0,3013,"""MS""",2009,139.0,65.7
36128,36128,1.0,909,"""MI""",2010,64.0,43.7
36129,36129,3.0,4495,"""IL""",2004,91.0,55.4
36130,36130,0.0,2835,"""QUE""",2011,133.0,70.1
36131,36131,4.0,1243,"""KS""",2006,104.0,21.7
36132,36132,4.0,956,"""IL""",2009,60.0,67.3
36133,36133,2.0,134,"""MI""",2008,64.0,46.3
36134,36134,4.0,3009,"""OK""",2008,19.0,39.5
36135,36135,0.0,3648,"""MN""",2004,89.0,29.4
36136,36136,1.0,5629,"""NE""",2013,82.0,82.2
36137,36137,2.0,3849,"""IN""",2010,154.0,61.8
